CapTime,av,fr,to
28/01/2022-17:57,3,5,8,
28/01/2022-18:02,3,5,8,
28/01/2022-18:07,3,5,8,
28/01/2022-18:12,2,6,8,
28/01/2022-18:17,2,6,8,
28/01/2022-18:22,2,6,8,
28/01/2022-18:27,3,5,8,
28/01/2022-18:32,3,5,8,
28/01/2022-18:37,3,5,8,
28/01/2022-18:42,3,5,8,
28/01/2022-18:47,3,5,8,
28/01/2022-18:52,3,5,8,
28/01/2022-18:57,3,5,8,
28/01/2022-19:02,3,5,8,
28/01/2022-19:07,3,5,8,
28/01/2022-19:12,3,5,8,
28/01/2022-19:17,3,5,8,
28/01/2022-19:23,3,5,8,
28/01/2022-19:28,3,5,8,
28/01/2022-19:33,3,5,8,
28/01/2022-19:38,3,5,8,
