CapTime,av,fr,to
28/01/2022-05:07,9,3,12,
28/01/2022-05:12,9,3,12,
28/01/2022-05:17,9,3,12,
28/01/2022-05:22,9,3,12,
28/01/2022-05:27,9,3,12,
28/01/2022-05:32,9,3,12,
28/01/2022-05:37,9,3,12,
28/01/2022-05:42,9,3,12,
28/01/2022-05:47,9,3,12,
28/01/2022-05:52,9,3,12,
28/01/2022-05:57,9,3,12,
28/01/2022-06:02,9,3,12,
28/01/2022-06:07,9,3,12,
28/01/2022-06:12,9,3,12,
28/01/2022-06:17,9,3,12,
28/01/2022-06:22,9,3,12,
28/01/2022-06:27,9,3,12,
28/01/2022-06:32,9,3,12,
28/01/2022-06:37,9,3,12,
28/01/2022-06:42,9,3,12,
28/01/2022-06:47,9,3,12,
28/01/2022-06:52,9,3,12,
28/01/2022-06:57,9,3,12,
28/01/2022-07:02,9,3,12,
28/01/2022-07:07,9,3,12,
28/01/2022-07:12,9,3,12,
28/01/2022-07:17,9,3,12,
28/01/2022-07:22,9,3,12,
28/01/2022-07:27,9,3,12,
28/01/2022-07:32,9,3,12,
28/01/2022-07:37,9,3,12,
28/01/2022-07:42,9,3,12,
28/01/2022-07:47,9,3,12,
28/01/2022-07:52,9,3,12,
28/01/2022-07:57,9,3,12,
28/01/2022-08:02,9,3,12,
28/01/2022-08:07,9,3,12,
28/01/2022-08:12,9,3,12,
28/01/2022-08:17,9,3,12,
28/01/2022-08:22,9,3,12,
28/01/2022-08:27,9,3,12,
28/01/2022-08:32,9,3,12,
28/01/2022-08:37,10,2,12,
28/01/2022-08:42,11,1,12,
28/01/2022-08:47,12,0,12,
28/01/2022-08:52,12,0,12,
28/01/2022-08:57,12,0,12,
28/01/2022-09:02,12,0,12,
28/01/2022-09:07,12,0,12,
28/01/2022-09:12,12,0,12,
28/01/2022-09:17,12,0,12,
28/01/2022-09:22,12,0,12,
28/01/2022-09:27,11,1,12,
28/01/2022-09:32,11,1,12,
28/01/2022-09:37,11,1,12,
28/01/2022-09:42,9,3,12,
28/01/2022-09:47,8,4,12,
28/01/2022-09:52,6,6,12,
28/01/2022-09:57,6,6,12,
28/01/2022-10:02,6,6,12,
28/01/2022-10:07,5,7,12,
28/01/2022-10:12,5,7,12,
28/01/2022-10:17,5,7,12,
28/01/2022-10:22,5,7,12,
28/01/2022-10:27,5,7,12,
28/01/2022-10:32,5,7,12,
28/01/2022-10:37,5,7,12,
28/01/2022-10:42,5,7,12,
28/01/2022-10:47,5,7,12,
28/01/2022-10:52,5,7,12,
28/01/2022-10:57,5,7,12,
28/01/2022-11:02,4,8,12,
28/01/2022-11:07,4,8,12,
28/01/2022-11:12,4,8,12,
28/01/2022-11:17,4,8,12,
28/01/2022-11:22,4,8,12,
28/01/2022-11:27,4,8,12,
28/01/2022-11:32,4,8,12,
28/01/2022-11:37,3,9,12,
28/01/2022-11:42,3,9,12,
28/01/2022-11:47,3,9,12,
28/01/2022-11:52,3,9,12,
28/01/2022-11:57,3,9,12,
28/01/2022-12:02,3,9,12,
28/01/2022-12:07,4,8,12,
28/01/2022-12:12,3,9,12,
28/01/2022-12:17,2,10,12,
28/01/2022-12:22,2,10,12,
28/01/2022-12:27,2,10,12,
28/01/2022-12:32,2,10,12,
28/01/2022-12:37,2,10,12,
28/01/2022-12:42,2,10,12,
28/01/2022-12:47,2,10,12,
28/01/2022-12:52,2,10,12,
28/01/2022-12:57,2,10,12,
28/01/2022-13:02,2,10,12,
28/01/2022-13:07,2,10,12,
28/01/2022-13:12,3,9,12,
28/01/2022-13:17,3,9,12,
28/01/2022-13:22,3,9,12,
28/01/2022-13:27,3,9,12,
28/01/2022-13:32,3,9,12,
28/01/2022-13:37,3,9,12,
28/01/2022-13:42,4,8,12,
28/01/2022-13:47,4,8,12,
28/01/2022-13:52,4,8,12,
28/01/2022-13:57,4,8,12,
28/01/2022-14:02,4,8,12,
28/01/2022-14:07,5,7,12,
28/01/2022-14:12,5,7,12,
28/01/2022-14:17,4,8,12,
28/01/2022-14:22,4,8,12,
28/01/2022-14:27,3,9,12,
28/01/2022-14:32,2,10,12,
28/01/2022-14:37,2,10,12,
28/01/2022-14:42,2,10,12,
28/01/2022-14:47,2,10,12,
28/01/2022-14:52,2,10,12,
28/01/2022-14:57,2,10,12,
28/01/2022-15:02,1,11,12,
28/01/2022-15:07,1,11,12,
28/01/2022-15:12,1,11,12,
28/01/2022-15:17,1,11,12,
28/01/2022-15:22,1,11,12,
28/01/2022-15:27,1,11,12,
28/01/2022-15:32,1,11,12,
28/01/2022-15:37,1,11,12,
28/01/2022-15:42,1,11,12,
28/01/2022-15:47,1,11,12,
28/01/2022-15:52,1,11,12,
28/01/2022-15:57,1,11,12,
28/01/2022-16:02,1,11,12,
28/01/2022-16:07,2,10,12,
28/01/2022-16:12,2,10,12,
28/01/2022-16:17,2,10,12,
28/01/2022-16:22,2,10,12,
28/01/2022-16:27,3,9,12,
28/01/2022-16:32,3,9,12,
28/01/2022-16:37,3,9,12,
28/01/2022-16:42,3,9,12,
28/01/2022-16:47,3,9,12,
28/01/2022-16:52,3,9,12,
28/01/2022-16:57,4,8,12,
28/01/2022-17:02,4,8,12,
28/01/2022-17:07,4,8,12,
28/01/2022-17:12,4,8,12,
28/01/2022-17:17,4,8,12,
28/01/2022-17:22,4,8,12,
28/01/2022-17:27,4,8,12,
28/01/2022-17:32,4,8,12,
28/01/2022-17:37,4,8,12,
28/01/2022-17:42,5,7,12,
28/01/2022-17:47,5,7,12,
28/01/2022-17:52,4,8,12,
28/01/2022-17:57,3,9,12,
28/01/2022-18:02,3,9,12,
28/01/2022-18:07,3,9,12,
28/01/2022-18:12,3,9,12,
28/01/2022-18:17,3,9,12,
28/01/2022-18:22,3,9,12,
28/01/2022-18:27,3,9,12,
28/01/2022-18:32,3,9,12,
28/01/2022-18:37,3,9,12,
28/01/2022-18:42,1,11,12,
28/01/2022-18:47,1,11,12,
28/01/2022-18:52,1,11,12,
28/01/2022-18:57,3,9,12,
28/01/2022-19:02,3,9,12,
28/01/2022-19:07,3,9,12,
28/01/2022-19:12,3,9,12,
28/01/2022-19:17,3,9,12,
28/01/2022-19:23,3,9,12,
28/01/2022-19:28,3,9,12,
28/01/2022-19:33,3,9,12,
28/01/2022-19:38,2,10,12,
