CapTime;av;fr;to
28/01/2022-13:12;4;12;16;
28/01/2022-13:17;5;11;16;
28/01/2022-13:22;5;11;16;
28/01/2022-13:27;5;11;16;
28/01/2022-13:32;6;10;16;
28/01/2022-13:37;6;10;16;
28/01/2022-13:42;6;10;16;
28/01/2022-13:47;6;10;16;
28/01/2022-13:52;5;11;16;
28/01/2022-13:57;5;11;16;
28/01/2022-14:02;5;11;16;
28/01/2022-14:07;4;12;16;
28/01/2022-14:12;4;12;16;
28/01/2022-14:17;4;12;16;
28/01/2022-14:22;4;12;16;
28/01/2022-14:27;4;12;16;
28/01/2022-14:32;4;12;16;
28/01/2022-14:37;4;12;16;
28/01/2022-14:42;5;11;16;
28/01/2022-14:47;7;9;16;
28/01/2022-14:52;6;10;16;
28/01/2022-14:57;6;10;16;
28/01/2022-15:02;7;9;16;
28/01/2022-15:07;9;7;16;
28/01/2022-15:12;9;7;16;
28/01/2022-15:17;9;7;16;
28/01/2022-15:22;9;7;16;
28/01/2022-15:27;9;7;16;
28/01/2022-15:32;9;7;16;
28/01/2022-15:37;9;7;16;
28/01/2022-15:42;10;6;16;
28/01/2022-15:47;11;5;16;
28/01/2022-15:52;11;5;16;
28/01/2022-15:57;11;5;16;
28/01/2022-16:02;11;5;16;
28/01/2022-16:07;11;5;16;
28/01/2022-16:12;11;5;16;
28/01/2022-16:17;11;5;16;
28/01/2022-16:22;11;5;16;
28/01/2022-16:27;11;5;16;
28/01/2022-16:32;11;5;16;
28/01/2022-16:37;12;4;16;
28/01/2022-16:42;11;5;16;
28/01/2022-16:47;11;5;16;
28/01/2022-16:52;11;5;16;
28/01/2022-16:57;11;5;16;
28/01/2022-17:02;11;5;16;
28/01/2022-17:07;11;5;16;
28/01/2022-17:12;11;5;16;
28/01/2022-17:17;11;5;16;
28/01/2022-17:22;11;5;16;
28/01/2022-17:27;11;5;16;
28/01/2022-17:32;10;6;16;
28/01/2022-17:37;10;6;16;
28/01/2022-17:42;11;5;16;
28/01/2022-17:47;11;5;16;
28/01/2022-17:52;12;4;16;
28/01/2022-17:57;12;4;16;
28/01/2022-18:02;12;4;16;
28/01/2022-18:07;12;4;16;
28/01/2022-18:12;12;4;16;
28/01/2022-18:17;12;4;16;
28/01/2022-18:22;13;3;16;
28/01/2022-18:27;13;3;16;
28/01/2022-18:32;13;3;16;
28/01/2022-18:37;13;3;16;
28/01/2022-18:42;14;2;16;
28/01/2022-18:47;14;2;16;
28/01/2022-18:52;14;2;16;
28/01/2022-18:57;14;2;16;
28/01/2022-19:02;14;2;16;
28/01/2022-19:07;14;2;16;
28/01/2022-19:12;14;2;16;
28/01/2022-19:17;14;2;16;
28/01/2022-19:23;14;2;16;
28/01/2022-19:28;13;3;16;
28/01/2022-19:33;13;3;16;
28/01/2022-19:38;12;4;16;
