CapTime;av;fr;to
28/01/2022-04:22;5;3;8;
28/01/2022-04:27;5;3;8;
28/01/2022-04:32;5;3;8;
28/01/2022-04:37;5;3;8;
28/01/2022-04:42;5;3;8;
28/01/2022-04:47;5;3;8;
28/01/2022-04:52;5;3;8;
28/01/2022-04:57;5;3;8;
28/01/2022-05:02;5;3;8;
28/01/2022-05:07;5;3;8;
28/01/2022-05:12;5;3;8;
28/01/2022-05:17;5;3;8;
28/01/2022-05:22;5;3;8;
28/01/2022-05:27;5;3;8;
28/01/2022-05:32;5;3;8;
28/01/2022-05:37;5;3;8;
28/01/2022-05:42;5;3;8;
28/01/2022-05:47;5;3;8;
28/01/2022-05:52;5;3;8;
28/01/2022-05:57;5;3;8;
28/01/2022-06:02;5;3;8;
28/01/2022-06:07;5;3;8;
28/01/2022-06:12;5;3;8;
28/01/2022-06:17;5;3;8;
28/01/2022-06:22;5;3;8;
28/01/2022-06:27;5;3;8;
28/01/2022-06:32;5;3;8;
28/01/2022-06:37;5;3;8;
28/01/2022-06:42;5;3;8;
28/01/2022-06:47;5;3;8;
28/01/2022-06:52;5;3;8;
28/01/2022-06:57;5;3;8;
28/01/2022-07:02;5;3;8;
28/01/2022-07:07;5;3;8;
28/01/2022-07:12;5;3;8;
28/01/2022-07:17;5;3;8;
28/01/2022-07:22;5;3;8;
28/01/2022-07:27;5;3;8;
28/01/2022-07:32;5;3;8;
28/01/2022-07:37;5;3;8;
28/01/2022-07:42;5;3;8;
28/01/2022-07:47;5;3;8;
28/01/2022-07:52;5;3;8;
28/01/2022-07:57;5;3;8;
28/01/2022-08:02;5;3;8;
28/01/2022-08:07;5;3;8;
28/01/2022-08:12;5;3;8;
28/01/2022-08:17;5;3;8;
28/01/2022-08:22;5;3;8;
28/01/2022-08:27;5;3;8;
28/01/2022-08:32;5;3;8;
28/01/2022-08:37;5;3;8;
28/01/2022-08:42;5;3;8;
28/01/2022-08:47;5;3;8;
28/01/2022-08:52;5;3;8;
28/01/2022-08:57;5;3;8;
28/01/2022-09:02;5;3;8;
28/01/2022-09:07;5;3;8;
28/01/2022-09:12;5;3;8;
28/01/2022-09:17;5;3;8;
28/01/2022-09:22;5;3;8;
28/01/2022-09:27;5;3;8;
28/01/2022-09:32;5;3;8;
28/01/2022-09:37;5;3;8;
28/01/2022-09:42;5;3;8;
28/01/2022-09:47;5;3;8;
28/01/2022-09:52;5;3;8;
28/01/2022-09:57;5;3;8;
28/01/2022-10:02;5;3;8;
28/01/2022-10:07;5;3;8;
28/01/2022-10:12;5;3;8;
28/01/2022-10:17;5;3;8;
28/01/2022-10:22;5;3;8;
28/01/2022-10:27;5;3;8;
28/01/2022-10:32;5;3;8;
28/01/2022-10:37;5;3;8;
28/01/2022-10:42;5;3;8;
28/01/2022-10:47;5;3;8;
28/01/2022-10:52;5;3;8;
28/01/2022-10:57;5;3;8;
28/01/2022-11:02;5;3;8;
28/01/2022-11:07;5;3;8;
28/01/2022-11:12;5;3;8;
28/01/2022-11:17;5;3;8;
28/01/2022-11:22;5;3;8;
28/01/2022-11:27;5;3;8;
28/01/2022-11:32;5;3;8;
28/01/2022-11:37;5;3;8;
28/01/2022-11:42;5;3;8;
28/01/2022-11:47;5;3;8;
28/01/2022-11:52;5;3;8;
28/01/2022-11:57;5;3;8;
28/01/2022-12:02;5;3;8;
28/01/2022-12:07;5;3;8;
28/01/2022-12:12;5;3;8;
28/01/2022-12:17;5;3;8;
28/01/2022-12:22;5;3;8;
28/01/2022-12:27;5;3;8;
28/01/2022-12:32;5;3;8;
28/01/2022-12:37;5;3;8;
28/01/2022-12:42;5;3;8;
28/01/2022-12:47;5;3;8;
28/01/2022-12:52;5;3;8;
28/01/2022-12:57;5;3;8;
28/01/2022-13:02;5;3;8;
28/01/2022-13:07;5;3;8;
28/01/2022-13:12;5;3;8;
28/01/2022-13:17;5;3;8;
28/01/2022-13:22;5;3;8;
28/01/2022-13:27;5;3;8;
28/01/2022-13:32;5;3;8;
28/01/2022-13:37;5;3;8;
28/01/2022-13:42;5;3;8;
28/01/2022-13:47;5;3;8;
28/01/2022-13:52;5;3;8;
28/01/2022-13:57;5;3;8;
28/01/2022-14:02;5;3;8;
28/01/2022-14:07;5;3;8;
28/01/2022-14:12;5;3;8;
28/01/2022-14:17;5;3;8;
28/01/2022-14:22;5;3;8;
28/01/2022-14:27;5;3;8;
28/01/2022-14:32;5;3;8;
28/01/2022-14:37;5;3;8;
28/01/2022-14:42;5;3;8;
28/01/2022-14:47;5;3;8;
28/01/2022-14:52;5;3;8;
28/01/2022-14:57;5;3;8;
28/01/2022-15:02;5;3;8;
28/01/2022-15:07;5;3;8;
28/01/2022-15:12;5;3;8;
28/01/2022-15:17;5;3;8;
28/01/2022-15:22;5;3;8;
28/01/2022-15:27;5;3;8;
28/01/2022-15:32;5;3;8;
28/01/2022-15:37;5;3;8;
28/01/2022-15:42;5;3;8;
28/01/2022-15:47;5;3;8;
28/01/2022-15:52;5;3;8;
28/01/2022-15:57;5;3;8;
28/01/2022-16:02;5;3;8;
28/01/2022-16:07;5;3;8;
28/01/2022-16:12;5;3;8;
28/01/2022-16:17;5;3;8;
28/01/2022-16:22;5;3;8;
28/01/2022-16:27;5;3;8;
28/01/2022-16:32;5;3;8;
28/01/2022-16:37;5;3;8;
28/01/2022-16:42;5;3;8;
28/01/2022-16:47;5;3;8;
28/01/2022-16:52;5;3;8;
28/01/2022-16:57;5;3;8;
28/01/2022-17:02;5;3;8;
28/01/2022-17:07;5;3;8;
28/01/2022-17:12;5;3;8;
28/01/2022-17:17;5;3;8;
28/01/2022-17:22;5;3;8;
28/01/2022-17:27;5;3;8;
28/01/2022-17:32;5;3;8;
28/01/2022-17:37;5;3;8;
28/01/2022-17:42;5;3;8;
28/01/2022-17:47;5;3;8;
28/01/2022-17:52;5;3;8;
28/01/2022-17:57;5;3;8;
28/01/2022-18:02;5;3;8;
28/01/2022-18:07;5;3;8;
28/01/2022-18:12;5;3;8;
28/01/2022-18:17;5;3;8;
28/01/2022-18:22;5;3;8;
28/01/2022-18:27;5;3;8;
28/01/2022-18:32;5;3;8;
28/01/2022-18:37;5;3;8;
28/01/2022-18:42;5;3;8;
28/01/2022-18:47;5;3;8;
28/01/2022-18:52;5;3;8;
28/01/2022-18:57;5;3;8;
28/01/2022-19:02;5;3;8;
28/01/2022-19:07;5;3;8;
28/01/2022-19:12;5;3;8;
28/01/2022-19:17;5;3;8;
28/01/2022-19:23;5;3;8;
28/01/2022-19:28;5;3;8;
28/01/2022-19:33;5;3;8;
28/01/2022-19:38;5;3;8;
