CapTime,av,fr,to
28/01/2022-03:02,8,16,24,
28/01/2022-03:07,8,16,24,
28/01/2022-03:12,8,16,24,
28/01/2022-03:17,8,16,24,
28/01/2022-03:22,8,16,24,
28/01/2022-03:27,8,16,24,
28/01/2022-03:32,8,16,24,
28/01/2022-03:37,8,16,24,
28/01/2022-03:42,8,16,24,
28/01/2022-03:47,8,16,24,
28/01/2022-03:52,8,16,24,
28/01/2022-03:57,8,16,24,
28/01/2022-04:02,8,16,24,
28/01/2022-04:07,8,16,24,
28/01/2022-04:12,8,16,24,
28/01/2022-04:17,8,16,24,
28/01/2022-04:22,8,16,24,
28/01/2022-04:27,8,16,24,
28/01/2022-04:32,8,16,24,
28/01/2022-04:37,8,16,24,
28/01/2022-04:42,8,16,24,
28/01/2022-04:47,8,16,24,
28/01/2022-04:52,8,16,24,
28/01/2022-04:57,8,16,24,
28/01/2022-05:02,8,16,24,
28/01/2022-05:07,8,16,24,
28/01/2022-05:12,8,16,24,
28/01/2022-05:17,8,16,24,
28/01/2022-05:22,8,16,24,
28/01/2022-05:27,8,16,24,
28/01/2022-05:32,8,16,24,
28/01/2022-05:37,8,16,24,
28/01/2022-05:42,8,16,24,
28/01/2022-05:47,8,16,24,
28/01/2022-05:52,8,16,24,
28/01/2022-05:57,8,16,24,
28/01/2022-06:02,9,15,24,
28/01/2022-06:07,9,15,24,
28/01/2022-06:12,9,15,24,
28/01/2022-06:17,9,15,24,
28/01/2022-06:22,9,15,24,
28/01/2022-06:27,9,15,24,
28/01/2022-06:32,9,15,24,
28/01/2022-06:37,9,15,24,
28/01/2022-06:42,9,15,24,
28/01/2022-06:47,9,15,24,
28/01/2022-06:52,9,15,24,
28/01/2022-06:57,9,15,24,
28/01/2022-07:02,9,15,24,
28/01/2022-07:07,9,15,24,
28/01/2022-07:12,9,15,24,
28/01/2022-07:17,9,15,24,
28/01/2022-07:22,9,15,24,
28/01/2022-07:27,9,15,24,
28/01/2022-07:32,10,14,24,
28/01/2022-07:37,10,14,24,
28/01/2022-07:42,10,14,24,
28/01/2022-07:47,10,14,24,
28/01/2022-07:52,10,14,24,
28/01/2022-07:57,11,13,24,
28/01/2022-08:02,11,13,24,
28/01/2022-08:07,11,13,24,
28/01/2022-08:12,11,13,24,
28/01/2022-08:17,11,13,24,
28/01/2022-08:22,11,13,24,
28/01/2022-08:27,11,13,24,
28/01/2022-08:32,11,13,24,
28/01/2022-08:37,11,13,24,
28/01/2022-08:42,11,13,24,
28/01/2022-08:47,11,13,24,
28/01/2022-08:52,11,13,24,
28/01/2022-08:57,11,13,24,
28/01/2022-09:02,10,14,24,
28/01/2022-09:07,10,14,24,
28/01/2022-09:12,10,14,24,
28/01/2022-09:17,10,14,24,
28/01/2022-09:22,10,14,24,
28/01/2022-09:27,10,14,24,
28/01/2022-09:32,10,14,24,
28/01/2022-09:37,10,14,24,
28/01/2022-09:42,10,14,24,
28/01/2022-09:47,11,13,24,
28/01/2022-09:52,12,12,24,
28/01/2022-09:57,12,12,24,
28/01/2022-10:02,11,13,24,
28/01/2022-10:07,11,13,24,
28/01/2022-10:12,11,13,24,
28/01/2022-10:17,11,13,24,
28/01/2022-10:22,12,12,24,
28/01/2022-10:27,12,12,24,
28/01/2022-10:32,12,12,24,
28/01/2022-10:37,11,13,24,
28/01/2022-10:42,11,13,24,
28/01/2022-10:47,10,14,24,
28/01/2022-10:52,10,14,24,
28/01/2022-10:57,10,14,24,
28/01/2022-11:02,10,14,24,
28/01/2022-11:07,11,13,24,
28/01/2022-11:12,11,13,24,
28/01/2022-11:17,13,11,24,
28/01/2022-11:22,13,11,24,
28/01/2022-11:27,14,10,24,
28/01/2022-11:32,13,11,24,
28/01/2022-11:37,15,9,24,
28/01/2022-11:42,15,9,24,
28/01/2022-11:47,15,9,24,
28/01/2022-11:52,16,8,24,
28/01/2022-11:57,16,8,24,
28/01/2022-12:02,15,9,24,
28/01/2022-12:07,15,9,24,
28/01/2022-12:12,15,9,24,
28/01/2022-12:17,18,6,24,
28/01/2022-12:22,18,6,24,
28/01/2022-12:27,18,6,24,
28/01/2022-12:32,19,5,24,
28/01/2022-12:37,19,5,24,
28/01/2022-12:42,19,5,24,
28/01/2022-12:47,17,7,24,
28/01/2022-12:52,16,8,24,
28/01/2022-12:57,16,8,24,
28/01/2022-13:02,17,7,24,
28/01/2022-13:07,17,7,24,
28/01/2022-13:12,17,7,24,
28/01/2022-13:17,16,8,24,
28/01/2022-13:22,16,8,24,
28/01/2022-13:27,16,8,24,
28/01/2022-13:32,16,8,24,
28/01/2022-13:37,18,6,24,
28/01/2022-13:42,18,6,24,
28/01/2022-13:47,17,7,24,
28/01/2022-13:52,17,7,24,
28/01/2022-13:57,16,8,24,
28/01/2022-14:02,16,8,24,
28/01/2022-14:07,16,8,24,
28/01/2022-14:12,16,8,24,
28/01/2022-14:17,16,8,24,
28/01/2022-14:22,15,9,24,
28/01/2022-14:27,15,9,24,
28/01/2022-14:32,15,9,24,
28/01/2022-14:37,15,9,24,
28/01/2022-14:42,15,9,24,
28/01/2022-14:47,14,10,24,
28/01/2022-14:52,14,10,24,
28/01/2022-14:57,14,10,24,
28/01/2022-15:02,13,11,24,
28/01/2022-15:07,13,11,24,
28/01/2022-15:12,13,11,24,
28/01/2022-15:17,13,11,24,
28/01/2022-15:22,13,11,24,
28/01/2022-15:27,13,11,24,
28/01/2022-15:32,13,11,24,
28/01/2022-15:37,13,11,24,
28/01/2022-15:42,13,11,24,
28/01/2022-15:47,13,11,24,
28/01/2022-15:52,13,11,24,
28/01/2022-15:57,13,11,24,
28/01/2022-16:02,13,11,24,
28/01/2022-16:07,13,11,24,
28/01/2022-16:12,13,11,24,
28/01/2022-16:17,13,11,24,
28/01/2022-16:22,13,11,24,
28/01/2022-16:27,14,10,24,
28/01/2022-16:32,13,11,24,
28/01/2022-16:37,12,12,24,
28/01/2022-16:42,7,17,24,
28/01/2022-16:47,7,17,24,
28/01/2022-16:52,7,17,24,
28/01/2022-16:57,7,17,24,
28/01/2022-17:02,7,17,24,
28/01/2022-17:07,9,15,24,
28/01/2022-17:12,9,15,24,
28/01/2022-17:17,9,15,24,
28/01/2022-17:22,7,17,24,
28/01/2022-17:27,6,18,24,
28/01/2022-17:32,6,18,24,
28/01/2022-17:37,7,17,24,
28/01/2022-17:42,7,17,24,
28/01/2022-17:47,7,17,24,
28/01/2022-17:52,8,16,24,
28/01/2022-17:57,8,16,24,
28/01/2022-18:02,8,16,24,
28/01/2022-18:07,7,17,24,
28/01/2022-18:12,7,17,24,
28/01/2022-18:17,6,18,24,
28/01/2022-18:22,5,19,24,
28/01/2022-18:27,5,19,24,
28/01/2022-18:32,5,19,24,
28/01/2022-18:37,5,19,24,
28/01/2022-18:42,3,21,24,
28/01/2022-18:47,3,21,24,
28/01/2022-18:52,3,21,24,
28/01/2022-18:57,2,22,24,
28/01/2022-19:02,2,22,24,
28/01/2022-19:07,2,22,24,
28/01/2022-19:12,3,21,24,
28/01/2022-19:17,3,21,24,
28/01/2022-19:23,3,21,24,
28/01/2022-19:28,3,21,24,
28/01/2022-19:33,3,21,24,
28/01/2022-19:38,3,21,24,
