CapTime,Status,Free,Total
28/01/2022-09:32,Open,0230,0230,
28/01/2022-09:37,Open,0230,0230,
28/01/2022-09:42,Open,0230,0230,
28/01/2022-09:47,Open,0230,0230,
28/01/2022-09:52,Open,0230,0230,
28/01/2022-09:57,Open,0230,0230,
28/01/2022-10:02,Open,0230,0230,
28/01/2022-10:07,Open,0230,0230,
28/01/2022-10:12,Open,0230,0230,
28/01/2022-10:17,Open,0230,0230,
28/01/2022-10:22,Open,0230,0230,
28/01/2022-10:27,Open,0230,0230,
28/01/2022-10:32,Open,0230,0230,
28/01/2022-10:37,Open,0230,0230,
28/01/2022-10:42,Open,0230,0230,
28/01/2022-10:47,Open,0230,0230,
28/01/2022-10:52,Open,0230,0230,
28/01/2022-10:57,Open,0230,0230,
28/01/2022-11:02,Open,0230,0230,
28/01/2022-11:07,Open,0230,0230,
28/01/2022-11:12,Open,0230,0230,
28/01/2022-11:17,Open,0230,0230,
28/01/2022-11:22,Open,0230,0230,
28/01/2022-11:27,Open,0230,0230,
28/01/2022-11:32,Open,0230,0230,
28/01/2022-11:37,Open,0230,0230,
28/01/2022-11:42,Open,0230,0230,
28/01/2022-11:47,Open,0230,0230,
28/01/2022-11:52,Open,0230,0230,
28/01/2022-11:57,Open,0230,0230,
28/01/2022-12:02,Open,0230,0230,
28/01/2022-12:07,Open,0230,0230,
28/01/2022-12:12,Open,0230,0230,
28/01/2022-12:17,Open,0230,0230,
28/01/2022-12:22,Open,0230,0230,
28/01/2022-12:27,Open,0230,0230,
28/01/2022-12:32,Open,0230,0230,
28/01/2022-12:37,Open,0230,0230,
28/01/2022-12:42,Open,0230,0230,
28/01/2022-12:47,Open,0230,0230,
28/01/2022-12:52,Open,0230,0230,
28/01/2022-12:57,Open,0230,0230,
28/01/2022-13:02,Open,0230,0230,
28/01/2022-13:07,Open,0230,0230,
28/01/2022-13:12,Open,0230,0230,
28/01/2022-13:17,Open,0230,0230,
28/01/2022-13:22,Open,0230,0230,
28/01/2022-13:27,Open,0230,0230,
28/01/2022-13:32,Open,0230,0230,
28/01/2022-13:37,Open,0230,0230,
28/01/2022-13:42,Open,0230,0230,
28/01/2022-13:47,Open,0230,0230,
28/01/2022-13:52,Open,0230,0230,
28/01/2022-13:57,Open,0230,0230,
28/01/2022-14:02,Open,0230,0230,
28/01/2022-14:07,Open,0230,0230,
28/01/2022-14:12,Open,0230,0230,
28/01/2022-14:17,Open,0230,0230,
28/01/2022-14:22,Open,0230,0230,
28/01/2022-14:27,Open,0230,0230,
28/01/2022-14:32,Open,0230,0230,
28/01/2022-14:37,Open,0230,0230,
28/01/2022-14:42,Open,0230,0230,
28/01/2022-14:47,Open,0230,0230,
28/01/2022-14:52,Open,0230,0230,
28/01/2022-14:57,Open,0230,0230,
28/01/2022-15:02,Open,0230,0230,
28/01/2022-15:07,Open,0230,0230,
28/01/2022-15:12,Open,0230,0230,
28/01/2022-15:17,Open,0230,0230,
28/01/2022-15:22,Open,0230,0230,
28/01/2022-15:27,Open,0230,0230,
28/01/2022-15:32,Open,0230,0230,
28/01/2022-15:37,Open,0230,0230,
28/01/2022-15:42,Open,0230,0230,
28/01/2022-15:47,Open,0230,0230,
28/01/2022-15:52,Open,0230,0230,
28/01/2022-15:57,Open,0230,0230,
28/01/2022-16:02,Open,0230,0230,
28/01/2022-16:07,Open,0230,0230,
28/01/2022-16:12,Open,0230,0230,
28/01/2022-16:17,Open,0230,0230,
28/01/2022-16:22,Open,0230,0230,
28/01/2022-16:27,Open,0230,0230,
28/01/2022-16:32,Open,0230,0230,
28/01/2022-16:37,Open,0230,0230,
28/01/2022-16:42,Open,0230,0230,
28/01/2022-16:47,Open,0230,0230,
28/01/2022-16:52,Open,0230,0230,
28/01/2022-16:57,Open,0230,0230,
28/01/2022-17:02,Open,0230,0230,
28/01/2022-17:07,Open,0230,0230,
28/01/2022-17:12,Open,0230,0230,
28/01/2022-17:17,Open,0230,0230,
28/01/2022-17:22,Open,0230,0230,
28/01/2022-17:27,Open,0230,0230,
28/01/2022-17:32,Open,0230,0230,
28/01/2022-17:37,Open,0230,0230,
28/01/2022-17:42,Open,0230,0230,
28/01/2022-17:47,Open,0230,0230,
28/01/2022-17:52,Open,0230,0230,
28/01/2022-17:57,Open,0230,0230,
28/01/2022-18:02,Open,0230,0230,
28/01/2022-18:07,Open,0230,0230,
28/01/2022-18:12,Open,0230,0230,
28/01/2022-18:17,Open,0230,0230,
28/01/2022-18:22,Open,0230,0230,
28/01/2022-18:27,Open,0230,0230,
28/01/2022-18:32,Open,0230,0230,
28/01/2022-18:37,Open,0230,0230,
28/01/2022-18:42,Open,0230,0230,
28/01/2022-18:47,Open,0230,0230,
28/01/2022-18:52,Open,0230,0230,
28/01/2022-18:57,Open,0230,0230,
28/01/2022-19:02,Open,0230,0230,
28/01/2022-19:07,Open,0230,0230,
28/01/2022-19:12,Open,0230,0230,
28/01/2022-19:17,Open,0230,0230,
28/01/2022-19:23,Open,0230,0230,
28/01/2022-19:28,Open,0230,0230,
28/01/2022-19:33,Open,0230,0230,
28/01/2022-19:38,Open,0230,0230,
