CapTime;av;fr;to
28/01/2022-00:52;8;24;32;
28/01/2022-00:57;8;24;32;
28/01/2022-01:02;8;24;32;
28/01/2022-01:07;7;25;32;
28/01/2022-01:12;7;25;32;
28/01/2022-01:17;7;25;32;
28/01/2022-01:22;5;27;32;
28/01/2022-01:27;5;27;32;
28/01/2022-01:32;2;30;32;
28/01/2022-01:37;2;30;32;
28/01/2022-01:42;2;30;32;
28/01/2022-01:47;1;31;32;
28/01/2022-01:52;1;31;32;
28/01/2022-01:57;1;31;32;
28/01/2022-02:02;1;31;32;
28/01/2022-02:07;1;31;32;
28/01/2022-02:12;1;31;32;
28/01/2022-02:17;1;31;32;
28/01/2022-02:22;1;31;32;
28/01/2022-02:27;1;31;32;
28/01/2022-02:32;1;31;32;
28/01/2022-02:37;1;31;32;
28/01/2022-02:42;1;31;32;
28/01/2022-02:47;1;31;32;
28/01/2022-02:52;1;31;32;
28/01/2022-02:57;1;31;32;
28/01/2022-03:02;1;31;32;
28/01/2022-03:07;1;31;32;
28/01/2022-03:12;1;31;32;
28/01/2022-03:17;1;31;32;
28/01/2022-03:22;1;31;32;
28/01/2022-03:27;1;31;32;
28/01/2022-03:32;1;31;32;
28/01/2022-03:37;1;31;32;
28/01/2022-03:42;1;31;32;
28/01/2022-03:47;1;31;32;
28/01/2022-03:52;1;31;32;
28/01/2022-03:57;1;31;32;
28/01/2022-04:02;1;31;32;
28/01/2022-04:07;1;31;32;
28/01/2022-04:12;1;31;32;
28/01/2022-04:17;1;31;32;
28/01/2022-04:22;1;31;32;
28/01/2022-04:27;1;31;32;
28/01/2022-04:32;1;31;32;
28/01/2022-04:37;1;31;32;
28/01/2022-04:42;1;31;32;
28/01/2022-04:47;1;31;32;
28/01/2022-04:52;1;31;32;
28/01/2022-04:57;1;31;32;
28/01/2022-05:02;1;31;32;
28/01/2022-05:07;1;31;32;
28/01/2022-05:12;1;31;32;
28/01/2022-05:17;1;31;32;
28/01/2022-05:22;1;31;32;
28/01/2022-05:27;1;31;32;
28/01/2022-05:32;1;31;32;
28/01/2022-05:37;1;31;32;
28/01/2022-05:42;1;31;32;
28/01/2022-05:47;1;31;32;
28/01/2022-05:52;1;31;32;
28/01/2022-05:57;1;31;32;
28/01/2022-06:02;1;31;32;
28/01/2022-06:07;1;31;32;
28/01/2022-06:12;1;31;32;
28/01/2022-06:17;1;31;32;
28/01/2022-06:22;1;31;32;
28/01/2022-06:27;1;31;32;
28/01/2022-06:32;1;31;32;
28/01/2022-06:37;1;31;32;
28/01/2022-06:42;1;31;32;
28/01/2022-06:47;1;31;32;
28/01/2022-06:52;1;31;32;
28/01/2022-06:57;1;31;32;
28/01/2022-07:02;1;31;32;
28/01/2022-07:07;1;31;32;
28/01/2022-07:12;1;31;32;
28/01/2022-07:17;1;31;32;
28/01/2022-07:22;1;31;32;
28/01/2022-07:27;1;31;32;
28/01/2022-07:32;1;31;32;
28/01/2022-07:37;1;31;32;
28/01/2022-07:42;1;31;32;
28/01/2022-07:47;1;31;32;
28/01/2022-07:52;1;31;32;
28/01/2022-07:57;1;31;32;
28/01/2022-08:02;1;31;32;
28/01/2022-08:07;1;31;32;
28/01/2022-08:12;4;28;32;
28/01/2022-08:17;11;21;32;
28/01/2022-08:22;11;21;32;
28/01/2022-08:27;11;21;32;
28/01/2022-08:32;11;21;32;
28/01/2022-08:37;11;21;32;
28/01/2022-08:42;11;21;32;
28/01/2022-08:47;11;21;32;
28/01/2022-08:52;11;21;32;
28/01/2022-08:57;11;21;32;
28/01/2022-09:02;11;21;32;
28/01/2022-09:07;11;21;32;
28/01/2022-09:12;11;21;32;
28/01/2022-09:17;11;21;32;
28/01/2022-09:22;11;21;32;
28/01/2022-09:27;11;21;32;
28/01/2022-09:32;10;22;32;
28/01/2022-09:37;10;22;32;
28/01/2022-09:42;10;22;32;
28/01/2022-09:47;10;22;32;
28/01/2022-09:52;10;22;32;
28/01/2022-09:57;10;22;32;
28/01/2022-10:02;10;22;32;
28/01/2022-10:07;10;22;32;
28/01/2022-10:12;10;22;32;
28/01/2022-10:17;10;22;32;
28/01/2022-10:22;10;22;32;
28/01/2022-10:27;10;22;32;
28/01/2022-10:32;10;22;32;
28/01/2022-10:37;10;22;32;
28/01/2022-10:42;10;22;32;
28/01/2022-10:47;10;22;32;
28/01/2022-10:52;10;22;32;
28/01/2022-10:57;10;22;32;
28/01/2022-11:02;10;22;32;
28/01/2022-11:07;11;21;32;
28/01/2022-11:12;11;21;32;
28/01/2022-11:17;11;21;32;
28/01/2022-11:22;10;22;32;
28/01/2022-11:27;10;22;32;
28/01/2022-11:32;10;22;32;
28/01/2022-11:37;10;22;32;
28/01/2022-11:42;10;22;32;
28/01/2022-11:47;10;22;32;
28/01/2022-11:52;10;22;32;
28/01/2022-11:57;10;22;32;
28/01/2022-12:02;10;22;32;
28/01/2022-12:07;10;22;32;
28/01/2022-12:12;10;22;32;
28/01/2022-12:17;10;22;32;
28/01/2022-12:22;9;23;32;
28/01/2022-12:27;9;23;32;
28/01/2022-12:32;9;23;32;
28/01/2022-12:37;9;23;32;
28/01/2022-12:42;9;23;32;
28/01/2022-12:47;9;23;32;
28/01/2022-12:52;8;24;32;
28/01/2022-12:57;8;24;32;
28/01/2022-13:02;8;24;32;
28/01/2022-13:07;7;25;32;
28/01/2022-13:12;7;25;32;
28/01/2022-13:17;7;25;32;
28/01/2022-13:22;6;26;32;
28/01/2022-13:27;5;27;32;
28/01/2022-13:32;5;27;32;
28/01/2022-13:37;4;28;32;
28/01/2022-13:42;4;28;32;
28/01/2022-13:47;4;28;32;
28/01/2022-13:52;3;29;32;
28/01/2022-13:57;5;27;32;
28/01/2022-14:02;2;30;32;
28/01/2022-14:07;2;30;32;
28/01/2022-14:12;2;30;32;
28/01/2022-14:17;3;29;32;
28/01/2022-14:22;3;29;32;
28/01/2022-14:27;3;29;32;
28/01/2022-14:32;3;29;32;
28/01/2022-14:37;3;29;32;
28/01/2022-14:42;3;29;32;
28/01/2022-14:47;3;29;32;
28/01/2022-14:52;3;29;32;
28/01/2022-14:57;3;29;32;
28/01/2022-15:02;2;30;32;
28/01/2022-15:07;2;30;32;
28/01/2022-15:12;2;30;32;
28/01/2022-15:17;2;30;32;
28/01/2022-15:22;2;30;32;
28/01/2022-15:27;2;30;32;
28/01/2022-15:32;2;30;32;
28/01/2022-15:37;2;30;32;
28/01/2022-15:42;2;30;32;
28/01/2022-15:47;2;30;32;
28/01/2022-15:52;2;30;32;
28/01/2022-15:57;2;30;32;
28/01/2022-16:02;2;30;32;
28/01/2022-16:07;1;31;32;
28/01/2022-16:12;1;31;32;
28/01/2022-16:17;1;31;32;
28/01/2022-16:22;1;31;32;
28/01/2022-16:27;1;31;32;
28/01/2022-16:32;1;31;32;
28/01/2022-16:37;1;31;32;
28/01/2022-16:42;1;31;32;
28/01/2022-16:47;1;31;32;
28/01/2022-16:52;1;31;32;
28/01/2022-16:57;1;31;32;
28/01/2022-17:02;1;31;32;
28/01/2022-17:07;1;31;32;
28/01/2022-17:12;1;31;32;
28/01/2022-17:17;1;31;32;
28/01/2022-17:22;1;31;32;
28/01/2022-17:27;1;31;32;
28/01/2022-17:32;2;30;32;
28/01/2022-17:37;4;28;32;
28/01/2022-17:42;4;28;32;
28/01/2022-17:47;4;28;32;
28/01/2022-17:52;4;28;32;
28/01/2022-17:57;4;28;32;
28/01/2022-18:02;4;28;32;
28/01/2022-18:07;4;28;32;
28/01/2022-18:12;4;28;32;
28/01/2022-18:17;4;28;32;
28/01/2022-18:22;3;29;32;
28/01/2022-18:27;2;30;32;
28/01/2022-18:32;2;30;32;
28/01/2022-18:37;2;30;32;
28/01/2022-18:42;2;30;32;
28/01/2022-18:47;2;30;32;
28/01/2022-18:52;2;30;32;
28/01/2022-18:57;2;30;32;
28/01/2022-19:02;2;30;32;
28/01/2022-19:07;4;28;32;
28/01/2022-19:12;4;28;32;
28/01/2022-19:17;4;28;32;
28/01/2022-19:23;4;28;32;
28/01/2022-19:28;4;28;32;
28/01/2022-19:33;4;28;32;
28/01/2022-19:38;5;27;32;
