CapTime,av,fr,to
28/01/2022-08:27,12,20,32,
28/01/2022-08:32,11,21,32,
28/01/2022-08:37,11,21,32,
28/01/2022-08:42,11,21,32,
28/01/2022-08:47,11,21,32,
28/01/2022-08:52,11,21,32,
28/01/2022-08:57,11,21,32,
28/01/2022-09:02,11,21,32,
28/01/2022-09:07,11,21,32,
28/01/2022-09:12,11,21,32,
28/01/2022-09:17,11,21,32,
28/01/2022-09:22,11,21,32,
28/01/2022-09:27,11,21,32,
28/01/2022-09:32,11,21,32,
28/01/2022-09:37,11,21,32,
28/01/2022-09:42,11,21,32,
28/01/2022-09:47,10,22,32,
28/01/2022-09:52,10,22,32,
28/01/2022-09:57,10,22,32,
28/01/2022-10:02,10,22,32,
28/01/2022-10:07,10,22,32,
28/01/2022-10:12,9,23,32,
28/01/2022-10:17,9,23,32,
28/01/2022-10:22,9,23,32,
28/01/2022-10:27,9,23,32,
28/01/2022-10:32,9,23,32,
28/01/2022-10:37,9,23,32,
28/01/2022-10:42,9,23,32,
28/01/2022-10:47,8,24,32,
28/01/2022-10:52,8,24,32,
28/01/2022-10:57,8,24,32,
28/01/2022-11:02,8,24,32,
28/01/2022-11:07,8,24,32,
28/01/2022-11:12,8,24,32,
28/01/2022-11:17,8,24,32,
28/01/2022-11:22,9,23,32,
28/01/2022-11:27,9,23,32,
28/01/2022-11:32,7,25,32,
28/01/2022-11:37,7,25,32,
28/01/2022-11:42,7,25,32,
28/01/2022-11:47,7,25,32,
28/01/2022-11:52,7,25,32,
28/01/2022-11:57,9,23,32,
28/01/2022-12:02,7,25,32,
28/01/2022-12:07,7,25,32,
28/01/2022-12:12,7,25,32,
28/01/2022-12:17,7,25,32,
28/01/2022-12:22,7,25,32,
28/01/2022-12:27,7,25,32,
28/01/2022-12:32,7,25,32,
28/01/2022-12:37,8,24,32,
28/01/2022-12:42,8,24,32,
28/01/2022-12:47,7,25,32,
28/01/2022-12:52,7,25,32,
28/01/2022-12:57,6,26,32,
28/01/2022-13:02,6,26,32,
28/01/2022-13:07,6,26,32,
28/01/2022-13:12,6,26,32,
28/01/2022-13:17,7,25,32,
28/01/2022-13:22,8,24,32,
28/01/2022-13:27,8,24,32,
28/01/2022-13:32,8,24,32,
28/01/2022-13:37,8,24,32,
28/01/2022-13:42,8,24,32,
28/01/2022-13:47,7,25,32,
28/01/2022-13:52,8,24,32,
28/01/2022-13:57,8,24,32,
28/01/2022-14:02,8,24,32,
28/01/2022-14:07,8,24,32,
28/01/2022-14:12,7,25,32,
28/01/2022-14:17,7,25,32,
28/01/2022-14:22,6,26,32,
28/01/2022-14:27,6,26,32,
28/01/2022-14:32,6,26,32,
28/01/2022-14:37,6,26,32,
28/01/2022-14:42,6,26,32,
28/01/2022-14:47,6,26,32,
28/01/2022-14:52,6,26,32,
28/01/2022-14:57,6,26,32,
28/01/2022-15:02,6,26,32,
28/01/2022-15:07,6,26,32,
28/01/2022-15:12,6,26,32,
28/01/2022-15:17,6,26,32,
28/01/2022-15:22,6,26,32,
28/01/2022-15:27,6,26,32,
28/01/2022-15:32,6,26,32,
28/01/2022-15:37,6,26,32,
28/01/2022-15:42,6,26,32,
28/01/2022-15:47,6,26,32,
28/01/2022-15:52,6,26,32,
28/01/2022-15:57,7,25,32,
28/01/2022-16:02,7,25,32,
28/01/2022-16:07,7,25,32,
28/01/2022-16:12,8,24,32,
28/01/2022-16:17,7,25,32,
28/01/2022-16:22,7,25,32,
28/01/2022-16:27,8,24,32,
28/01/2022-16:32,8,24,32,
28/01/2022-16:37,8,24,32,
28/01/2022-16:42,7,25,32,
28/01/2022-16:47,7,25,32,
28/01/2022-16:52,7,25,32,
28/01/2022-16:57,7,25,32,
28/01/2022-17:02,6,26,32,
28/01/2022-17:07,6,26,32,
28/01/2022-17:12,6,26,32,
28/01/2022-17:17,6,26,32,
28/01/2022-17:22,6,26,32,
28/01/2022-17:27,6,26,32,
28/01/2022-17:32,6,26,32,
28/01/2022-17:37,5,27,32,
28/01/2022-17:42,6,26,32,
28/01/2022-17:47,6,26,32,
28/01/2022-17:52,6,26,32,
28/01/2022-17:57,6,26,32,
28/01/2022-18:02,6,26,32,
28/01/2022-18:07,6,26,32,
28/01/2022-18:12,6,26,32,
28/01/2022-18:17,6,26,32,
28/01/2022-18:22,6,26,32,
28/01/2022-18:27,7,25,32,
28/01/2022-18:32,7,25,32,
28/01/2022-18:37,7,25,32,
28/01/2022-18:42,7,25,32,
28/01/2022-18:47,7,25,32,
28/01/2022-18:52,7,25,32,
28/01/2022-18:57,7,25,32,
28/01/2022-19:02,7,25,32,
28/01/2022-19:07,7,25,32,
28/01/2022-19:12,7,25,32,
28/01/2022-19:17,7,25,32,
28/01/2022-19:23,7,25,32,
28/01/2022-19:28,7,25,32,
28/01/2022-19:33,7,25,32,
28/01/2022-19:38,7,25,32,
