CapTime,av,fr,to
28/01/2022-05:32,2,10,12,
28/01/2022-05:37,2,10,12,
28/01/2022-05:42,2,10,12,
28/01/2022-05:47,2,10,12,
28/01/2022-05:52,2,10,12,
28/01/2022-05:57,2,10,12,
28/01/2022-06:02,2,10,12,
28/01/2022-06:07,2,10,12,
28/01/2022-06:12,2,10,12,
28/01/2022-06:17,2,10,12,
28/01/2022-06:22,2,10,12,
28/01/2022-06:27,2,10,12,
28/01/2022-06:32,2,10,12,
28/01/2022-06:37,2,10,12,
28/01/2022-06:42,2,10,12,
28/01/2022-06:47,2,10,12,
28/01/2022-06:52,2,10,12,
28/01/2022-06:57,2,10,12,
28/01/2022-07:02,7,5,12,
28/01/2022-07:07,7,5,12,
28/01/2022-07:12,7,5,12,
28/01/2022-07:17,7,5,12,
28/01/2022-07:22,7,5,12,
28/01/2022-07:27,7,5,12,
28/01/2022-07:32,7,5,12,
28/01/2022-07:37,7,5,12,
28/01/2022-07:42,7,5,12,
28/01/2022-07:47,7,5,12,
28/01/2022-07:52,7,5,12,
28/01/2022-07:57,7,5,12,
28/01/2022-08:02,7,5,12,
28/01/2022-08:07,7,5,12,
28/01/2022-08:12,7,5,12,
28/01/2022-08:17,7,5,12,
28/01/2022-08:22,7,5,12,
28/01/2022-08:27,8,4,12,
28/01/2022-08:32,8,4,12,
28/01/2022-08:37,8,4,12,
28/01/2022-08:42,8,4,12,
28/01/2022-08:47,8,4,12,
28/01/2022-08:52,7,5,12,
28/01/2022-08:57,7,5,12,
28/01/2022-09:02,7,5,12,
28/01/2022-09:07,7,5,12,
28/01/2022-09:12,7,5,12,
28/01/2022-09:17,7,5,12,
28/01/2022-09:22,8,4,12,
28/01/2022-09:27,8,4,12,
28/01/2022-09:32,8,4,12,
28/01/2022-09:37,8,4,12,
28/01/2022-09:42,8,4,12,
28/01/2022-09:47,8,4,12,
28/01/2022-09:52,8,4,12,
28/01/2022-09:57,8,4,12,
28/01/2022-10:02,7,5,12,
28/01/2022-10:07,7,5,12,
28/01/2022-10:12,8,4,12,
28/01/2022-10:17,7,5,12,
28/01/2022-10:22,7,5,12,
28/01/2022-10:27,7,5,12,
28/01/2022-10:32,7,5,12,
28/01/2022-10:37,7,5,12,
28/01/2022-10:42,7,5,12,
28/01/2022-10:47,7,5,12,
28/01/2022-10:52,7,5,12,
28/01/2022-10:57,7,5,12,
28/01/2022-11:02,7,5,12,
28/01/2022-11:07,8,4,12,
28/01/2022-11:12,8,4,12,
28/01/2022-11:17,7,5,12,
28/01/2022-11:22,7,5,12,
28/01/2022-11:27,7,5,12,
28/01/2022-11:32,7,5,12,
28/01/2022-11:37,7,5,12,
28/01/2022-11:42,7,5,12,
28/01/2022-11:47,8,4,12,
28/01/2022-11:52,8,4,12,
28/01/2022-11:57,7,5,12,
28/01/2022-12:02,8,4,12,
28/01/2022-12:07,8,4,12,
28/01/2022-12:12,8,4,12,
28/01/2022-12:17,8,4,12,
28/01/2022-12:22,8,4,12,
28/01/2022-12:27,8,4,12,
28/01/2022-12:32,7,5,12,
28/01/2022-12:37,7,5,12,
28/01/2022-12:42,7,5,12,
28/01/2022-12:47,7,5,12,
28/01/2022-12:52,7,5,12,
28/01/2022-12:57,6,6,12,
28/01/2022-13:02,6,6,12,
28/01/2022-13:07,6,6,12,
28/01/2022-13:12,8,4,12,
28/01/2022-13:17,8,4,12,
28/01/2022-13:22,8,4,12,
28/01/2022-13:27,8,4,12,
28/01/2022-13:32,7,5,12,
28/01/2022-13:37,7,5,12,
28/01/2022-13:42,7,5,12,
28/01/2022-13:47,7,5,12,
28/01/2022-13:52,7,5,12,
28/01/2022-13:57,7,5,12,
28/01/2022-14:02,7,5,12,
28/01/2022-14:07,6,6,12,
28/01/2022-14:12,6,6,12,
28/01/2022-14:17,6,6,12,
28/01/2022-14:22,6,6,12,
28/01/2022-14:27,6,6,12,
28/01/2022-14:32,6,6,12,
28/01/2022-14:37,6,6,12,
28/01/2022-14:42,6,6,12,
28/01/2022-14:47,6,6,12,
28/01/2022-14:52,6,6,12,
28/01/2022-14:57,6,6,12,
28/01/2022-15:02,6,6,12,
28/01/2022-15:07,6,6,12,
28/01/2022-15:12,6,6,12,
28/01/2022-15:17,6,6,12,
28/01/2022-15:22,6,6,12,
28/01/2022-15:27,6,6,12,
28/01/2022-15:32,6,6,12,
28/01/2022-15:37,6,6,12,
28/01/2022-15:42,6,6,12,
28/01/2022-15:47,6,6,12,
28/01/2022-15:52,6,6,12,
28/01/2022-15:57,6,6,12,
28/01/2022-16:02,5,7,12,
28/01/2022-16:07,5,7,12,
28/01/2022-16:12,5,7,12,
28/01/2022-16:17,5,7,12,
28/01/2022-16:22,5,7,12,
28/01/2022-16:27,5,7,12,
28/01/2022-16:32,5,7,12,
28/01/2022-16:37,5,7,12,
28/01/2022-16:42,5,7,12,
28/01/2022-16:47,5,7,12,
28/01/2022-16:52,5,7,12,
28/01/2022-16:57,5,7,12,
28/01/2022-17:02,5,7,12,
28/01/2022-17:07,5,7,12,
28/01/2022-17:12,5,7,12,
28/01/2022-17:17,5,7,12,
28/01/2022-17:22,6,6,12,
28/01/2022-17:27,6,6,12,
28/01/2022-17:32,6,6,12,
28/01/2022-17:37,7,5,12,
28/01/2022-17:42,7,5,12,
28/01/2022-17:47,7,5,12,
28/01/2022-17:52,7,5,12,
28/01/2022-17:57,7,5,12,
28/01/2022-18:02,7,5,12,
28/01/2022-18:07,7,5,12,
28/01/2022-18:12,7,5,12,
28/01/2022-18:17,7,5,12,
28/01/2022-18:22,7,5,12,
28/01/2022-18:27,7,5,12,
28/01/2022-18:32,6,6,12,
28/01/2022-18:37,6,6,12,
28/01/2022-18:42,6,6,12,
28/01/2022-18:47,6,6,12,
28/01/2022-18:52,7,5,12,
28/01/2022-18:57,6,6,12,
28/01/2022-19:02,5,7,12,
28/01/2022-19:07,5,7,12,
28/01/2022-19:12,5,7,12,
28/01/2022-19:17,5,7,12,
28/01/2022-19:23,5,7,12,
28/01/2022-19:28,5,7,12,
28/01/2022-19:33,5,7,12,
28/01/2022-19:38,5,7,12,
