CapTime;av;fr;to
28/01/2022-13:12;6;10;16;
28/01/2022-13:17;6;10;16;
28/01/2022-13:22;6;10;16;
28/01/2022-13:27;6;10;16;
28/01/2022-13:32;6;10;16;
28/01/2022-13:37;6;10;16;
28/01/2022-13:42;6;10;16;
28/01/2022-13:47;6;10;16;
28/01/2022-13:52;6;10;16;
28/01/2022-13:57;6;10;16;
28/01/2022-14:02;6;10;16;
28/01/2022-14:07;6;10;16;
28/01/2022-14:12;6;10;16;
28/01/2022-14:17;5;11;16;
28/01/2022-14:22;5;11;16;
28/01/2022-14:27;5;11;16;
28/01/2022-14:32;5;11;16;
28/01/2022-14:37;5;11;16;
28/01/2022-14:42;5;11;16;
28/01/2022-14:47;4;12;16;
28/01/2022-14:52;4;12;16;
28/01/2022-14:57;4;12;16;
28/01/2022-15:02;4;12;16;
28/01/2022-15:07;4;12;16;
28/01/2022-15:12;4;12;16;
28/01/2022-15:17;4;12;16;
28/01/2022-15:22;4;12;16;
28/01/2022-15:27;4;12;16;
28/01/2022-15:32;4;12;16;
28/01/2022-15:37;4;12;16;
28/01/2022-15:42;4;12;16;
28/01/2022-15:47;4;12;16;
28/01/2022-15:52;4;12;16;
28/01/2022-15:57;4;12;16;
28/01/2022-16:02;4;12;16;
28/01/2022-16:07;4;12;16;
28/01/2022-16:12;4;12;16;
28/01/2022-16:17;4;12;16;
28/01/2022-16:22;4;12;16;
28/01/2022-16:27;4;12;16;
28/01/2022-16:32;4;12;16;
28/01/2022-16:37;4;12;16;
28/01/2022-16:42;4;12;16;
28/01/2022-16:47;4;12;16;
28/01/2022-16:52;4;12;16;
28/01/2022-16:57;4;12;16;
28/01/2022-17:02;4;12;16;
28/01/2022-17:07;4;12;16;
28/01/2022-17:12;6;10;16;
28/01/2022-17:17;7;9;16;
28/01/2022-17:22;7;9;16;
28/01/2022-17:27;7;9;16;
28/01/2022-17:32;7;9;16;
28/01/2022-17:37;7;9;16;
28/01/2022-17:42;6;10;16;
28/01/2022-17:47;6;10;16;
28/01/2022-17:52;6;10;16;
28/01/2022-17:57;5;11;16;
28/01/2022-18:02;6;10;16;
28/01/2022-18:07;6;10;16;
28/01/2022-18:12;6;10;16;
28/01/2022-18:17;6;10;16;
28/01/2022-18:22;7;9;16;
28/01/2022-18:27;7;9;16;
28/01/2022-18:32;7;9;16;
28/01/2022-18:37;7;9;16;
28/01/2022-18:42;7;9;16;
28/01/2022-18:47;7;9;16;
28/01/2022-18:52;7;9;16;
28/01/2022-18:57;7;9;16;
28/01/2022-19:02;7;9;16;
28/01/2022-19:07;7;9;16;
28/01/2022-19:12;7;9;16;
28/01/2022-19:17;7;9;16;
28/01/2022-19:23;7;9;16;
28/01/2022-19:28;7;9;16;
28/01/2022-19:33;7;9;16;
28/01/2022-19:38;7;9;16;
