,001,002,003,004,005,006,007,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024,025,026,027,028,029,030,031,032,033,034,035,036,037,038,039,040,041,042,043,044,045,046,047,048,049,050,051,053,054,055,056,057,059
FR\\_MTP\\_ANTI,0.6142557651991615,-0.2838923829489868,-0.23471548748806423,0.6210691823899372,0.2178470513171088,-0.5267079023511272,-0.41209355859744323,-0.7625012162867428,-0.3502795248078267,-0.33134349571829586,0.45358552225921817,0.43809347638426455,0.34067085953878407,0.6134457785401183,0.30351387715510497,0.6384255461367849,0.4153727045764939,-0.5966272431206572,-0.1536002656869461,0.2645502645502646,0.872200427589929,-0.28813086718096487,-0.5618756936736959,-0.375151715767406,0.20247630310523396,0.9214092140921412,-0.543763102725367,-0.07841001006949604,0.5981374689733685,0.001240494709290065,0.8296152950241003,-0.6354821802935012,-0.02761772053377522,0,-0.440251572327044,0.17314016650926653,-0.7743086752520715,-0.25499204543764964,0.5619964133262612,0.24924295364546936,-0.5064919049380759,0.6154674667743735,-0.28643167081078447,0.7762120850250775,0.5337848734075149,0.4824963391380383,-0.4064380875092987,-0.46792452830188686,0.07006805009024765,0.08372131013640448,0.29106768493560947,0.18259281801582475,-0.014165108504731148,0.7874470542934154,-0.6196545518636019,0.8187134502923977,-0.5334265082692755
FR\\_MTP\\_COME,-0.01169262429259623,-0.648130136782445,-0.27101896490106253,0.6400542537767178,-0.34138395934627047,-0.672277580194975,-0.0919934411255733,-0.3038602237050641,-0.22923389925634913,-0.09429407861724215,-0.03368507498411179,0.8346883021484166,-0.337863693763792,0.48989438371366256,-0.23397464759826514,0.29450161968265204,0.5081197270388395,-0.6149879146800236,-0.1235018969835808,0.10548417486820744,0.5910447927071366,-0.31438759563472296,-0.744863155027691,0.1892358931564916,0.435625207619034,0.6076856475033111,-0.01607735840231982,0.5624060216830971,0.2907820346332062,0.44891374828450525,0.6062775601150795,-0.2284446471165989,-0.3304041559087522,0,-0.5106937401030287,0.7789753316259861,-0.1477446598114481,0.1821561597242332,0.591421389219006,0.6209563007654771,-0.36740387188971285,0.5355007382444071,-0.13484586945810398,0.7358360877603977,0.01867222156263829,0.7797511480511863,0.03222638127611039,-0.4561807212010664,0.5137876674452578,-0.3192541988669392,-0.046415542504359676,0.32735576204981515,0.48909931399057266,0.6530927229878902,-0.7826090735592309,0.2735335602933249,-0.5713795737648691
FR\\_MTP\\_CORU,-0.3533778767631774,-0.6362518559762435,-0.3461183177771355,0.4363864142538975,-0.543357218940641,-0.4276031217213643,-0.3082831127996855,-0.17584787572946914,-0.17956570155902005,-0.031142652221509196,-0.08955767719114371,0.647599240141491,-0.5865306742255517,0.30813423769993925,-0.3349067579696174,0.2787999096220264,0.4739670452550157,-0.569574596237621,-0.1633626614331812,0.11268427192703362,0.24769013649694588,-0.27030511152314396,-0.537141359884711,0.18388817254718084,0.46446995222050896,0.3336683144114292,0.08003897550111357,0.5280763902285043,0.2265172192739553,0.46058960741160504,0.3083775912283707,0.025229677060133626,-0.4194284037715215,0,-0.3195991091314031,0.6416459722350697,0.16057508749602292,0.36665403023266835,0.47696353342098907,0.5565866534686132,-0.1930059328854036,0.3402055536257943,-0.005179468586523022,0.4542443122550816,-0.03811889669350693,0.6288401920515719,0.11477117609023636,-0.11046770601336302,0.4670211879041959,-0.01916235212449021,0.011682707604199807,0.44184208635677846,0.5229338469872992,0.29092427616926503,-0.4342245304215859,-0.19180049232211932,-0.34397426379609003
FR\\_MTP\\_EURO,0.7218434687755658,-0.032822429365925415,-0.04826070634800029,0.5325652213435143,0.4530418183327208,-0.4040954954508268,-0.522679756385783,-0.8170143335646125,-0.39257794745932184,-0.44579922626448437,0.6531324692407641,0.16049343107845812,0.4970622505392071,0.44050747452710903,0.40885021307425234,0.6025143959244812,0.3341454058684216,-0.5393163228728778,-0.23845716996024663,0.19446284104042488,0.7827641231535207,-0.33456430069277177,-0.39627079356422135,-0.6207569646778522,0.25999967368933824,0.8704530186834458,-0.7181165348604672,-0.362136011973142,0.6729763169628226,-0.08713570417751157,0.7889725642657195,-0.7070379965457685,-0.02988296654577401,0,-0.429467451010947,-0.15882959231414628,-0.8309580081464455,-0.45363380891872496,0.42630297574262144,0.11786807259946064,-0.5852791075524837,0.46046689667077806,-0.29014275657815464,0.6078848988411869,0.7046212582072958,0.30730417837757096,-0.41547542598766674,-0.4164712298881919,-0.048342712645957804,0.24428121646556333,0.5136302543924577,0.144048488260598,-0.11387171190825404,0.7176666685217854,-0.33967145384208836,0.8430094871758069,-0.4838954034481714
FR\\_MTP\\_FOCH,-0.11259964108342724,-0.7059056193587306,-0.39367407151124384,0.5856391636409165,-0.45742810327652,-0.6300527613570399,-0.12195062073909317,-0.2578557244129305,-0.16944200993280745,-0.018356099848694806,-0.13556035911297032,0.8499105163537808,-0.4086185505992692,0.534817942793403,-0.2274217992297184,0.31886053968133,0.5104248761083233,-0.5824716737024708,-0.06462647015922326,0.16842845814925445,0.5233256517087793,-0.24763146517031062,-0.7190913175085984,0.2612798429026114,0.3808539303718971,0.5571859149166176,0.07381787070656483,0.6247356679012843,0.2298616557543991,0.4186536850192213,0.5304560081071913,-0.1112484871249113,-0.29741443618334884,0,-0.39564291974458493,0.8190226050238987,-0.057037129780337495,0.2493413499063638,0.59645116084722,0.5840045629703824,-0.24020125140327822,0.5217193535825991,-0.10729644975410622,0.6735628941333464,-0.0639500727143146,0.7469424246561466,0.008723853681587419,-0.32372605483911354,0.4639892766922719,-0.2785370382716069,-0.12542703321468815,0.32674063094463984,0.462914398059008,0.5490043770106013,-0.7482291466996701,0.15044183640521108,-0.4682609240015023
FR\\_MTP\\_GAMB,0.13635460147088055,-0.592688964781988,-0.39359027464832547,0.7031405287219241,-0.18277980866454072,-0.6933869513150698,-0.27009014697113193,-0.4649653163047334,-0.16895249453388989,-0.013644219399047938,0.10150303412957311,0.7190711705075591,-0.1124844148099962,0.6193418984116659,-0.05028524639770734,0.5057772246852126,0.5626526325165715,-0.5104202998016073,-0.06238548720703913,0.10719254905301419,0.7009216127337242,-0.20650293304663797,-0.6517678627801746,-0.0,0.3863227476823184,0.7094550373052927,-0.20000993838203143,0.3601294024293475,0.37406064595354505,0.22511317406047007,0.6177086677981133,-0.27019976147883124,-0.12640193673475947,0,-0.31961836612999406,0.5684881530040903,-0.3608579189974539,0.005074918484121849,0.6731757081995244,0.41520351597870975,-0.2866262784183441,0.4540655276733792,-0.11648708241461081,0.7216020168625409,0.16696481812760883,0.6055920628784951,-0.1900475118779695,-0.37972570065593325,0.20567667626491157,-0.0944791642466061,0.1304412641621944,0.13657260468963395,0.25947235249560835,0.6488140873522933,-0.7823177714101772,0.46260552992499143,-0.3763333995892135
FR\\_MTP\\_GARE,0.28430595898248395,-0.48071152507381715,-0.24880886869570537,0.7411319426106857,0.07726662150836387,-0.7244226115004136,-0.38625431688386996,-0.6483428205976698,-0.32765601619575746,-0.2649563851355888,0.33667810932136255,0.5882352941176471,0.05761336630098182,0.4879131958614399,0.11961581056954466,0.46966548413144904,0.5345870947454,-0.6681248162781313,-0.27329904894371143,0.21565003080714729,0.7550583418521415,-0.38724649143231776,-0.633358703925193,-0.2668408544466527,0.5116469072106781,0.8610973355574592,-0.4263489129478039,0.1860904170712487,0.5933934536313908,0.24796758765193289,0.8082080170804756,-0.4070944459114515,-0.31386922484579305,0,-0.49718963370930636,0.3663111822773555,-0.4764629203499021,-0.23016403635430654,0.6391555129946775,0.4733542626333754,-0.525237821561157,0.5240041377673014,-0.14339140634115488,0.6895675746140193,0.4521541305275132,0.6496703215045389,-0.19779040350264487,-0.36630578294164245,0.21548528670416242,-0.005144050562587663,0.3234750462107209,0.33987239878361464,0.3122346005894989,0.7467275265004338,-0.585374744993936,0.566897836087446,-0.5469002141830238
FR\\_MTP\\_TRIA,-0.6398046398046398,-0.611055611055611,-0.33927056827820185,0.08608058608058608,-0.4707756012103838,-0.2760875488148215,0.22408963585434175,0.4432698103584179,0.4902319902319902,0.6512696343204818,-0.7083602671837966,0.3074768368886016,-0.5427905427905427,0.11072261072261072,-0.6352851128970531,-0.21632956415565113,0.2699375313483197,0.17923376413942452,0.3268898318403269,-0.08808651665794523,-0.20367751060820366,0.3666612533607608,-0.019392372333548805,0.5552342394447657,0.11771704079396386,-0.30125971589386225,0.6105006105006106,0.7741340024804592,-0.34434408321648674,0.1629928257147192,-0.3694311386619079,0.6845238095238096,-0.017547322936544495,0,0.26499215070643645,0.5799950847874171,0.5571544857259142,0.4276102148442574,0.3327596098680436,0.153032153032153,0.4358666543540493,-0.23456665658500522,0.15418689837294489,-0.10942643854036259,-0.547759932375317,0.12958565722384818,0.21410847217298828,0.1342124542124542,0.08932244226361873,-0.27258455829884404,-0.27210884353741494,-0.08862105636299183,0.2801702801702802,-0.34776108245496,-0.23371908327660543,-0.5278581068054752,0.2849002849002849
FR\\_MTP\\_ARCT,-0.04448681283762314,-0.7197210426476395,-0.35916107347277715,0.625463404300392,-0.3264668904823089,-0.6670395785570411,-0.14392792388642778,-0.3071708505454931,-0.11095222963669105,0.03500778249934024,-0.11051608441279277,0.7743135385708144,-0.3517058092844556,0.5495854637894676,-0.2596644992387917,0.35782871195479476,0.5924103440410217,-0.5296049147336087,-0.02401574761861315,0.1051644044971023,0.5953807964209196,-0.187370566385063,-0.6517645189629713,0.20487348017326443,0.382945092191994,0.5801886426871895,0.009930092151255164,0.5722235149586282,0.28589236227993503,0.34878714207012224,0.5173832628551409,-0.1621915051371677,-0.22243406418811568,0,-0.39384447773389625,0.7536971668336698,-0.1495503402081095,0.19493968138066878,0.6849131511747659,0.5312525744683355,-0.26809579885338314,0.4378715129889249,-0.16959673664841377,0.6801736031502778,0.0068441250519420205,0.695884889972583,-0.04387178777535185,-0.4163965681601525,0.40510527809355823,-0.26576537539359274,-0.027520541104907165,0.22345910595856786,0.4057918738566975,0.5501514237725595,-0.7630528864405208,0.23046175973776198,-0.45969706598877236
